100,8.560819244384765
200,7.509937286376953
300,7.505653926304409
400,5.329431215922038
500,6.790579054090712
600,6.53800048828125
700,6.224735736846924
800,7.153004328409831
900,5.496914545694987
1000,6.156699710422092
1100,6.445683002471924
1200,6.12156494140625
1300,6.107648849487305
1400,5.377214431762695
1500,6.058798789978027
1600,7.349127451578776
1700,6.4936777750651045
1800,5.961170543323863
1900,6.563523864746093
2000,5.38998285929362
2100,6.345912456512451
2200,4.5716400146484375
2300,6.326180594308036
2400,5.644348526000977
2500,5.398059463500976
2600,5.6249443054199215
2700,6.049241499467329
2800,5.673695373535156
2900,5.5560711451939175
3000,7.555600643157959
3100,6.236011505126953
3200,4.534919193812779
3300,5.7234682355608255
3400,6.429901758829753
3500,5.9882148742675785
3600,6.044300927056207
3700,6.2550680372450085
3800,5.762280146280925
3900,5.872988019670759
4000,5.947840554373605
4100,5.864320373535156
4200,5.660148620605469
4300,5.727955627441406
4400,6.906162261962891
4500,6.521996974945068
4600,6.423738861083985
4700,5.293182373046875
4800,6.2682391575404575
4900,6.139614650181362
5000,6.345691204071045
5100,6.150389194488525
5200,4.817285537719727
5300,6.822650146484375
5400,6.3113555908203125
5500,5.556291580200195
5600,6.126710891723633
5700,5.263102722167969
5800,5.7140968322753904
5900,6.245183732774523
6000,5.930052015516493
6100,5.7296803792317705
6200,7.977231502532959
6300,5.622713724772136
6400,7.067011746493253
6500,4.712241036551339
6600,5.68162841796875
6700,6.609404754638672
6800,5.762810389200847
6900,5.492575645446777
7000,5.321281433105469
7100,5.724177769252232
